winery,wine,year,calificacion,num_resenas,pais,region,precio,tipo,cuerpo,acidez
Alvaro Palacios,Vi de Vila Gratallops,2018,43,344,Espana,Priorato,5395,Priorat Tinto,40,30
Hermanos Pecina,Finca Iscorta Gran Reserva,2010,43,334,Espana,Rioja,270,Rioja Tinto,40,30
Abadia Retuerta,Le Domaine Blanco de Guarda,2016,43,327,Espana,Sardon de Duero,3695,V.T. Castilla y León,30,30
Biniagual,Finca Biniagual Veran,2017,43,322,Espana,Binissalem-Mallorca,265,Tinto,40,30
Breca,Brega Garnacha,2017,43,317,Espana,Calatayud,279,Garnacha,50,30
Pintia,Toro,2001,43,315,Espana,Toro,18945,Toro Tinto,50,30
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2010,43,312,Espana,Rioja,900,Rioja Tinto,,
Abadia Retuerta,Le Domaine Blanco de Guarda,2018,43,309,Espana,Sardon de Duero,341,White,30,30
Pradorey,Elite,2017,43,301,Espana,Ribera del Duero,3551,Ribera del Duero Tinto,,
Terras Gauda,La Mar,2018,43,301,Espana,Rias Baixas,277,Albarino,,
Abadia Retuerta,Pago Garduna,2015,43,299,Espana,Castilla y Leon,750,Syrah,,
Bodegas Faustino,I Gran Reserva,1982,43,298,Espana,Rioja,4250,Rioja Tinto,,
Teso La Monja,Victorino,2018,43,298,Espana,Toro,3551,Toro Tinto,,
Ramon Bilbao,Mirto,2015,43,297,Espana,Rioja,339,Rioja Tinto,,
Marques de Riscal,Rioja Reserva,1994,43,296,Espana,Rioja,650,Rioja Tinto,,
Antidoto,La Hormiga de Antidoto,2018,43,293,Espana,Ribera del Duero,450,Ribera del Duero Tinto,,
Alvaro Palacios,Finca Dofi,2018,43,292,Espana,Priorato,849,Priorat Tinto,,
Jaro,Chafandin,2015,43,290,Espana,Ribera del Duero,2785,Ribera del Duero Tinto,,
Pago de Los Capellanes,Reserva Tinto,2018,43,287,Espana,Ribera del Duero,3099,Ribera del Duero Tinto,,
Clos Mogador,Nelin Priorat,2016,43,290,Espana,Priorato,365,D.O. Priorato,30,30
Bodega Tesalia,Arcos de la Frontera,2017,43,284,Espana,Andalucia,259,Tinto,,
Pazo de Rubianes,Albarino,2020,43,281,Espana,Rias Baixas,1375,Albarino,,
Allende,Calvario Rioja,2006,43,279,Espana,Rioja,5335,Rioja Tinto,,
Mas d'en Gil,Clos Fonta Priorat,2014,43,278,Espana,Priorato,545,Priorat Tinto,,
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2014,43,275,Espana,Rioja,9015,Rioja Tinto,,
Godeval,Cepas Vellas Godello,2019,43,272,Espana,Valdeorras,1848,D.O. Valdeorras,30,30
Contino,Vina del Olivo,2007,43,272,Espana,Rioja,920,Rioja Tinto,,
Dominio del Bendito,Las Sabias,2017,43,270,Espana,Toro,2255,Toro Tinto,,
Clos Galena,Galena,2016,43,264,Espana,Priorato,1795,Priorat Tinto,,
Alvaro Palacios,Finca Dofi,2010,43,263,Espana,Priorato,850,Priorat Tinto,,
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2019,43,260,Espana,Ribera del Duero,269,Ribera del Duero Tinto,,
Contino,Vina del Olivo,2011,43,260,Espana,Rioja,6395,Rioja Tinto,40,30
Bodegas Olarra,Cerro Anon Rioja Gran Reserva,2015,43,258,Espana,Rioja,129,Rioja Tinto,40,30
Castell d'Encus,Ekam,2019,43,257,Espana,Costers del Segre,2461,D.O. Costers del Segre,30,30
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2009,43,251,Espana,Ribera del Duero,10774,Ribera del Duero Tinto,50,30
Martinet,Clos Martinet,2004,43,249,Espana,Priorato,1625,Priorat Tinto,40,30
Ordonez,Vatan Tinta de Toro,2018,43,247,Espana,Toro,336,Toro Tinto,50,30
Enate,Chardonnay Fermentado en Barrica,2020,43,244,Espana,Somontano,169,Chardonnay,40,30
Scala Dei,Masdeu,2013,43,242,Espana,Priorato,849,Priorat Tinto,40,30
Francisco Barona,Ribera Del Duero,2019,43,242,Espana,Ribera del Duero,309,Ribera del Duero Tinto,50,30
Dominio do Bibei,Lapola,2017,43,241,Espana,Ribeira Sacra,218,D.O. Ribeira Sacra,30,30
Taron,Pantocrator,2010,43,241,Espana,Rioja Alta,199,Rioja Tinto,40,30
Castillo de Cuzcurrita,Senorio de Cuzcurrita Rioja,2017,43,239,Espana,Rioja,"2,43678E+14",Rioja Tinto,40,30
Castillo Perelada,Finca Malaveina,2018,43,239,Espana,Emporda,1888,Tinto,40,30
Orben,Malpuesto,2017,43,239,Espana,Rioja,303,Rioja Tinto,40,30
Penafiel,Silencio de Miros Ribera Del Duero,2015,43,239,Espana,Ribera del Duero,4235,Ribera del Duero Tinto,50,30
Abadia Retuerta,Pago Valdebellon,2014,43,237,Espana,Sardon de Duero,645,Cabernet Sauvignon,40,30
Clos Figueras,Clos Figueres,2012,43,237,Espana,Priorato,4961,Priorat Tinto,40,30
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1995,43,234,Espana,Rioja,1450,Rioja Tinto,40,30
Jorge Ordonez,No. 2 Victoria,2017,43,232,Espana,Malaga,214,D.O. Málaga,40,40
Ontanon,Queiron Mi Lugar,2018,43,232,Espana,Rioja,215,Rioja Tinto,40,30
Remelluri,Rioja Blanco,2016,43,227,Espana,Rioja,550,Rioja Blanco,30,30
Familia Torres,Purgatori Costers del Segre,2018,43,228,Espana,Costers del Segre,279,Tinto,40,30
Sonsierra,Perfume de Sonsierra,2014,43,227,Espana,Rioja Alta,285,Rioja Tinto,40,30
Jaro,Chafandin,2011,43,223,Espana,Ribera del Duero,2565,Ribera del Duero Tinto,50,30
Artadi,Valdegines,2017,43,223,Espana,Vino de Espana,4395,Tempranillo,40,20
Martinet,Clos Martinet,2017,43,222,Espana,Priorato,6045,Priorat Tinto,40,30
Vins Miquel Gelabert,Chardonnay Roure,2018,43,221,Espana,Pla i Llevant,303,Chardonnay,40,30
Contino,Rioja Graciano,2015,43,220,Espana,Rioja,625,Rioja Tinto,40,30
Clos Figueras,Clos Figueres,2016,43,219,Espana,Priorato,5749,Priorat Tinto,40,30
Martinet,Clos Martinet,2010,43,218,Espana,Priorato,1272,Priorat Tinto,40,30
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1994,43,216,Espana,Rioja,1820,Rioja Tinto,40,30
Tresmano - Tr3smano,Vendimia,2018,43,215,Espana,Ribera del Duero,3425,Ribera del Duero Tinto,50,30
Bodega Tesalia,ARX Arcos de la Frontera,2018,43,215,Espana,Andalucia,159,Tinto,40,30
Losada,La Bienquerida,2017,43,213,Espana,Bierzo,3735,Mencia,30,30
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2012,43,211,Espana,Ribera del Duero,2590,Ribera del Duero Tinto,50,30
Chivite,Navarra Reserva Coleccion 125,2015,43,211,Espana,Navarra,205,Tinto,40,30
Bodega de Bardos,Suprema 30 Meses,2012,43,210,Espana,Ribera del Duero,240,Ribera del Duero Tinto,50,30
Alvaro Palacios,Finca Dofi,2007,43,209,Espana,Priorato,800,Priorat Tinto,40,30
Venus la Universal,Venus,2009,43,207,Espana,Montsant,5955,Montsant Tinto,40,30
Vall Llach,Porrera Vi de Vila,2016,43,205,Espana,Priorato,5067,Priorat Tinto,40,30
Bodegas Roda,Roda I Reserva Rioja,2001,43,202,Espana,Rioja,910,Rioja Tinto,40,30
Alvaro Palacios,Finca Dofi,2000,43,202,Espana,Priorato,880,Priorat Tinto,40,30
Clos Figueras,Clos Figueres,2015,43,201,Espana,Priorato,7089,Priorat Tinto,40,30
Casa Castillo,Pie Franco,2016,43,200,Espana,Jumilla,599,Monastrell,50,30
El Grillo y La Luna,Grillo,2012,43,200,Espana,Somontano,329,Tinto,40,30
Tridente,Prieto Picudo,2016,43,198,Espana,Castilla y Leon,214,Tinto,40,30
Ferrer Bobet,Seleccio Especial Vinyes Velles,2014,43,197,Espana,Priorato,640,Priorat Tinto,40,30
Marques de Grinon,Emeritvs (Emeritus),2011,43,197,Espana,Dominio de Valdepusa,470,Tinto,40,30
Remelluri,Rioja Blanco,2014,43,196,Espana,Rioja,6025,Rioja Blanco,30,30
De Moya,Sofia,2018,43,195,Espana,Valencia,159,Tinto,40,30
Campillo,Finca Cuesta Clara Raro Reserva,2011,43,194,Espana,Rioja,320,Rioja Tinto,40,30
Artadi,Pagos Viejos,2013,43,193,Espana,Vino de Espana,625,Tempranillo,40,20
Tomas Postigo,Fermentado En Barrica Blanco,2017,43,193,Espana,Castilla y Leon,245,Verdejo,30,30
Martinet,Clos Martinet,2006,43,192,Espana,Priorato,1100,Priorat Tinto,40,30
Mas Doix,Doix,2012,43,191,Espana,Priorato,820,Priorat Tinto,40,30
Abadia Retuerta,Pago Valdebellon,2010,43,191,Espana,Sardon de Duero,550,Cabernet Sauvignon,40,30
Clos d'Agon,Tinto,2014,43,190,Espana,Cataluna,365,Tinto,40,30
Abadia Retuerta,Le Domaine Blanco de Guarda,2014,43,190,Espana,Sardon de Duero,12382,V.T. Castilla y León,30,30
Martinet,Clos Martinet,2013,43,189,Espana,Priorato,1146,Priorat Tinto,40,30
Artadi,Pagos Viejos,2001,43,189,Espana,Vino de Espana,1300,Tempranillo,40,20
Garmon,Ribera del Duero,2018,43,188,Espana,Ribera del Duero,335,Ribera del Duero Tinto,50,30
Bodegas Valduero,Ribera Del Duero Gran Reserva,2010,43,187,Espana,Ribera del Duero,628,Ribera del Duero Tinto,50,30
Bodegas Mauro,Godello Blanco,2017,43,186,Espana,Bierzo,345,V.T. Castilla y León,30,30
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2014,43,184,Espana,Ribera del Duero,9224,Ribera del Duero Tinto,50,30
Pago de Vallegarcia,Hipperia Red Blend,2016,43,184,Espana,Castilla,"3,61113E+13",Tinto,40,30
Clos d'Agon,Tinto,2015,43,184,Espana,Cataluna,5692,Tinto,40,30
Martinet,Clos Martinet,2012,43,178,Espana,Priorato,1173,Priorat Tinto,40,30
Jean Leon,Vinya La Scala Gran Reserva Cabernet Sauvignon,2013,43,177,Espana,Penedes,419,Cabernet Sauvignon,40,30
Bodegas Ateca,Atteca Armas Garnacha Old Vines,2017,43,176,Espana,Calatayud,329,Garnacha,50,30
Enate,Syrah (Shiraz),2016,43,175,Espana,Somontano,235,Syrah,40,30
Bodega Campo Eliseo,Campo Eliseo,2009,43,175,Espana,Toro,485,Toro Tinto,50,30
Leda,Vinas Viejas Tempranillo,2017,43,174,Espana,Castilla y Leon,2838,Tempranillo,40,20
Contino,Rioja Graciano,2016,43,174,Espana,Rioja,6475,Rioja Tinto,40,30
Bodegas Ximenez-Spinola,Delicado Cosecha Pedro Ximenez,2017,43,172,Espana,Jerez Pedro Ximenes (PX),199,Pedro Ximenez,50,10
Do Ferreiro (Bodegas Gerardo Mendez),Cepas Vellas Rias Baixas Albarino,2019,43,172,Espana,Rias Baixas,3395,Albarino,30,30
Vinyes Domenech,Teixar,2012,43,171,Espana,Montsant,4225,Montsant Tinto,,
Fernandez de Pierola,Vitium Reserva,2010,43,171,Espana,Rioja,278,Rioja Tinto,,
De Muller,Lo Cabalo Reserva,2015,43,171,Espana,Priorato,269,Priorat Tinto,,
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2014,43,171,Espana,Ribera del Duero,24553,Ribera del Duero Tinto,,
Monteabellon,Finca Matambres,2016,43,170,Espana,Ribera del Duero,283,Ribera del Duero Tinto,,
Oxer Wines,Suzzane Rioja,2016,43,168,Espana,Rioja,3729,Rioja Tinto,,
Pepe Mendoza Casa Agricola,Giro de Abargues,2019,43,167,Espana,Alicante,235,Tinto,,
De Moya,Sofia,2016,43,166,Espana,Valencia,189,Tinto,,
Vinos Guerra,Reserva Vermouth Rojo,N.V.,43,166,Espana,Bierzo,895,NO TIENE,20,20
Neo,Punta Esencia,2011,43,163,Espana,Ribera del Duero,3245,Ribera del Duero Tinto,,
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2013,43,163,Espana,Ribera del Duero,4128,Ribera del Duero Tinto,,
Castano,Casa Cisca Monastrell,2010,43,161,Espana,Yecla,3377,Monastrell,,
Scala Dei,Pla dels Angels Rosado,2019,43,160,Espana,Priorato,230,D.O. Priorato,30,30
Vina Pedrosa,Gran Reserva,2009,43,159,Espana,Ribera del Duero,670,Ribera del Duero Tinto,,
Terra d'Uro,Uro,2015,43,155,Espana,Toro,3145,Toro Tinto,,
Zarate,Tras da Vina Albarino,2018,43,155,Espana,Rias Baixas,3367,Albarino,,
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2006,43,155,Espana,Cava,8739,Cava,,
La Rioja Alta,Rioja Gran Reserva 904,1989,43,154,Espana,Rioja,1500,Rioja Tinto,,
Vizcarra,Ribera del Duero Torralvo,2016,43,153,Espana,Ribera del Duero,4548,Ribera del Duero Tinto,,
Mas d'en Gil,Clos Fonta Priorat,2007,43,153,Espana,Priorato,1250,Priorat Tinto,,
Vinyes Domenech,Teixar,2014,43,151,Espana,Montsant,395,Montsant Tinto,,
Allende,Calvario Rioja,2004,43,150,Espana,Rioja,900,Rioja Tinto,,
Recaredo,Serral del Vell Brut Nature,2013,43,149,Espana,Cava,4441,Cava,,
Noelia Bebelia,Albarino,2019,43,150,Espana,Rias Baixas,215,Albarino,,
Marti Fabra,Masia Carreras Negre,2018,43,149,Espana,Emporda,2059,Tinto,,
St. Petroni,Branco Vermu,N.V.,43,148,Espana,Galicia,1395,NO TIENE,20,20
Palmeri Sicilia,Palmeri Navalta Garnacha,2016,42,151,Espana,Campo de Borja,289,Garnacha,50,30
Remelluri,Rioja Blanco,2015,43,146,Espana,Rioja,5689,Rioja Blanco,30,30
Pradorey,Elite,2018,43,145,Espana,Ribera del Duero,"3,09167E+14",Ribera del Duero Tinto,50,30
Ukan Winery,Tinto,2018,43,145,Espana,Rioja Alavesa,399,Rioja Tinto,40,30
Tinto Pesquera,Reserva,2002,43,144,Espana,Ribera del Duero,650,Ribera del Duero Tinto,50,30
Tinto Pesquera,Gran Reserva,1995,43,142,Espana,Ribera del Duero,14605,Ribera del Duero Tinto,50,30
Mas Que Vinos,La Plazuela,2015,43,141,Espana,Castilla,4405,Tinto,40,30
Arzuaga,Gran Reserva Ribera del Duero,2014,43,140,Espana,Ribera del Duero,6256,Ribera del Duero Tinto,50,30
Bodegas Estraunza,Solar de Estraunza Reserva,2014,43,140,Espana,Rioja,98840336,Tempranillo,40,20
Beronia,III a.C,2011,43,140,Espana,Rioja,4616,Rioja Tinto,40,30
Valquejigoso,V2 Tinto,2007,43,140,Espana,Madrid,48537665,Tinto,40,30
Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2011,43,139,Espana,Rioja,975,Rioja Tinto,40,30
Telmo Rodriguez,Matallana,2014,43,138,Espana,Ribera del Duero,420,Ribera del Duero Tinto,50,30
Pujanza,Rioja Norte,2010,43,138,Espana,Rioja,750,Rioja Tinto,40,30
Bodegas Roda,Roda I Reserva Rioja,2000,43,137,Espana,Rioja,850,Rioja Tinto,40,30
Sei Solo,Tinto,2016,43,137,Espana,Ribera del Duero,528,Ribera del Duero Tinto,50,30
Bodegas Mas Alta,Artigas,2019,43,136,Espana,Priorato,204,Priorat Tinto,40,30
Jaro,Chafandin,2017,43,136,Espana,Ribera del Duero,"2,62903E+14",Ribera del Duero Tinto,50,30
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2018,43,136,Espana,Valencia,199,Tinto,40,30
Bodegas Mauro,Godello Blanco,2015,43,135,Espana,Bierzo,9245,V.T. Castilla y León,30,30
De Moya,Julia,2018,43,135,Espana,Valencia,1795,Monastrell,50,30
Martinet,Clos Martinet,2003,43,135,Espana,Priorato,1305,Priorat Tinto,40,30
Lustau,Jerez-Xeres-Sherry 30 Year Old Oloroso VORS,N.V.,43,135,Espana,Jerez-Xeres-Sherry,390,Jerez,40,30
Gomez Cruzado,Pancrudo,2019,43,134,Espana,Rioja,349,Rioja Tinto,40,30
Pittacum,Aurea,2012,43,133,Espana,Bierzo,285,Mencia,30,30
Bodega Sommos,Coleccion Syrah,2017,43,133,Espana,Somontano,2589,Syrah,40,30
Celler de Capcanes,Flor de Primavera Peraj Ha'abib,2018,43,133,Espana,Montsant,275,Montsant Tinto,40,30
Losada,Altos de Losada El Cepon,2017,43,132,Espana,Bierzo,359,Mencia,30,30
Remelluri,Rioja Blanco,2013,43,131,Espana,Rioja,6353,Rioja Blanco,30,30
Arinzano,Gran Vino Blanco,2014,43,131,Espana,Arinzano,11276,Chardonnay,40,30
Pago del Vostal,Crianza Vendimia Seleccionada,2018,43,130,Espana,Ribera del Duero,1895,Ribera del Duero Tinto,50,30
De Muller,Vermouth Reserva,N.V.,43,129,Espana,Tarragona,1045,NO TIENE,20,20
Vizcarra,Ribera del Duero Torralvo,2015,43,128,Espana,Ribera del Duero,4095,Ribera del Duero Tinto,50,30
Telmo Rodriguez,Matallana,2016,43,128,Espana,Ribera del Duero,3975,Ribera del Duero Tinto,50,30
Bodegas Valduero,Finca Azaya Premium,2015,43,128,Espana,Castilla y Leon,2344,Ribera del Duero Tinto,50,30
Espectacle del Montsant,Tinto,2015,43,127,Espana,Montsant,13334,Montsant Tinto,40,30
Neo,Ribera del Duero Tinto,2005,43,126,Espana,Ribera del Duero,350,Ribera del Duero Tinto,50,30
Martinet,Clos Martinet,2018,43,125,Espana,Priorato,575,Priorat Tinto,40,30
Habla,No. 20,2016,43,124,Espana,Extremadura,2395,Tinto,40,30
Remelluri,Rioja Blanco,2011,43,123,Espana,Rioja,779,Rioja Blanco,30,30
Gomez Cruzado,Montes Obarenes Seleccion Terroir,2015,43,122,Espana,Rioja,9735,Rioja Blanco,30,30
Martinet,Els Escurcons,2015,43,122,Espana,Priorato,8495,Priorat Tinto,40,30
Mas d'en Gil,Clos Fonta Priorat,2015,43,122,Espana,Priorato,539,Priorat Tinto,40,30
Rodriguez de Vera,Tinto,2015,43,122,Espana,Almansa,1219,Tinto,40,30
Callejuela,La Casilla Amontillado,N.V.,43,122,Espana,Jerez-Xeres-Sherry,4395,Jerez,40,30
El Maestro Sierra,Palo Cortado,N.V.,43,119,Espana,Jerez Palo Cortado,854,Jerez,40,30
Torre de Ona,Martelo Reserva,2015,43,119,Espana,Rioja,2343,Rioja Tinto,40,30
Cims de Porrera,Classic,2010,43,118,Espana,Priorato,4324,Priorat Tinto,40,30
Bodegas Naluar & Acediano,Acediano,2018,43,120,Espana,Ribera del Duero,350,Ribera del Duero Tinto,50,30
Ostatu,Gloria Rioja,2010,43,117,Espana,Rioja Alavesa,5452,Rioja Tinto,40,30
Paco & Lola,Vintage Albarino,2013,43,117,Espana,Rias Baixas,240,Albarino,30,30
Valdespino,Cardenal Palo Cortado VORS,N.V.,43,116,Espana,Jerez Palo Cortado,1765,Jerez,40,30
Pago de Vallegarcia,Vallegarcia Viognier,2019,43,114,Espana,Castilla,185,D.O.P. Pago de Vallegarcía,30,30
Valtravieso,Finca la Atalaya Reserva,2017,43,114,Espana,Ribera del Duero,235,Ribera del Duero Tinto,50,30
Bodegas Amaren,Tempranillo Reserva,2002,43,112,Espana,Rioja,280,Rioja Tinto,40,30
Vinas del Vero,Blecua Somontano,2011,43,112,Espana,Somontano,739,Tinto,40,30
Clos Mogador,Priorat,2000,43,111,Espana,Priorato,1000,Priorat Tinto,40,30
Contino,Rioja Graciano,2017,43,111,Espana,Rioja,629,Rioja Tinto,40,30
Artadi,Grandes Anadas Rioja,1999,43,111,Espana,Rioja,2650,Rioja Tinto,40,30
Costers del Priorat,Clos Cypres Vinyes Velles (Old Vines),2015,43,111,Espana,Priorato,490,Priorat Tinto,40,30
Eulogio Pomares,Castineiro Albarino,2017,43,111,Espana,Rias Baixas,3075,Albarino,30,30
Bodegas Urium,Amontillado V.O.R.S,N.V.,43,110,Espana,Jerez Amontillado,500,Jerez,40,30
Bodega Otazu,Altar,2008,43,109,Espana,Navarra,3218,Tinto,40,30
Perez Barquero,Gran Barquero Palo Cortado Solera 25 Anos,N.V.,43,108,Espana,Montilla-Moriles,349,Sherry (Palo Cortado),40,30
Bodega Elias Mora,Toro Gran Elias Mora,2014,43,108,Espana,Toro,335,Toro Tinto,50,30
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2015,43,108,Espana,Ribera del Duero,9224,Ribera del Duero Tinto,50,30
Arinzano,Gran Vino Blanco,2004,43,108,Espana,Arinzano,5295,Chardonnay,40,30
Oller del Mas,Arnau Oller Seleccio de la Familia,2016,43,108,Espana,Pla de Bages,3315,Tinto,40,30
Bodegas Roda,Roda Reserva Rioja,2018,43,108,Espana,Rioja,2451,Rioja Tinto,40,30
Finca Villacreces,Nebro Ribera del Duero,2009,43,107,Espana,Ribera del Duero,13595,Ribera del Duero Tinto,50,30
Pujanza,Rioja Norte,2011,43,106,Espana,Rioja,469,Rioja Tinto,40,30
Toro Albala,Don PX Gran Reserva,1988,43,104,Espana,Montilla-Moriles,198,Pedro Ximenez,50,10
Cims de Porrera,Classic,2011,43,102,Espana,Priorato,3951,Priorat Tinto,40,30
Cims de Porrera,Classic,1997,43,102,Espana,Priorato,11995,Priorat Tinto,40,30
R. Lopez de Heredia,Vina Tondonia Reserva,1964,43,101,Espana,Rioja,2490,Rioja Tinto,40,30
Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2016,43,100,Espana,Bierzo,9525,Mencia,30,30
Alta Alella,Orbus,2016,43,100,Espana,Alella,2495,Syrah,40,30
Losada,La Bienquerida,2015,43,100,Espana,Bierzo,3691,Mencia,30,30
Terroir Al Limit Soc. Lda,Les Manyes,2014,43,99,Espana,Priorato,15888,Priorat Tinto,40,30
Alvaro Palacios,Finca Dofi,2003,43,99,Espana,Priorato,906,Priorat Tinto,40,30
Bodegas Clunia,Malbec,2018,43,99,Espana,Castilla y Leon,249,Tinto,40,30
Losada,Altos de Losada,2019,43,97,Espana,Bierzo,1835,Mencia,30,30
Arinzano,Gran Vino Blanco,2016,43,95,Espana,Arinzano,6525,Chardonnay,40,30
Campillo,Reserva Especial Rioja,2010,43,95,Espana,Rioja,2395,Rioja Tinto,40,30
Allende,Aurus,2004,43,94,Espana,Rioja,14865,Rioja Tinto,40,30
Llanos Negros,La Time,2000,43,94,Espana,La Palma,2195,D.O. Valle de La Orotava,40,30
Quinta Sardonia,QS,2017,43,93,Espana,Castilla y Leon,3749,Tinto,40,30
Alta Alella,Dolc Mataro,2017,43,92,Espana,Alella,165,Dessert Wine / Sweet Red,40,30
Ferrer Bobet,Priorat Vinyes Velles,2018,43,94,Espana,Priorato,3395,Priorat Tinto,40,30
Bodegas Ochoa,Vendimia Tardia Moscatel,2019,43,91,Espana,Navarra,1076,Sweet White / Dessert Wine,30,40
Luis Canas,Hiru 3 Rioja Racimos,2005,43,91,Espana,Rioja,1180,Rioja Tinto,40,30
Ca l'Apotecari,Triaca,2013,43,90,Espana,Priorato,349,Priorat Tinto,40,30
Muga,Prado Enea Gran Reserva,1982,43,90,Espana,Rioja,1500,Rioja Tinto,40,30
Osborne,Amontillado 51-1a 30 Years VORS Sherry,N.V.,43,89,Espana,Jerez-Xeres-Sherry,648,Jerez,40,30
Finca Torremilanos,Cyclo,2018,43,89,Espana,Ribera del Duero,3515,Ribera del Duero Tinto,50,30
Pinea,Tinto,2017,43,89,Espana,Ribera del Duero,1450,Ribera del Duero Tinto,50,30
Josep Grau Viticultor,Maimo Garnatxa,2018,43,88,Espana,Montsant,269,Garnacha,50,30
Gomez Cruzado,Montes Obarenes Seleccion Terroir,2017,43,88,Espana,Rioja,429,Rioja Blanco,30,30
La Rioja Alta,Gran Reserva 890,1989,43,88,Espana,Rioja,21534,Rioja Tinto,40,30
Fos,Fos Baranda,2017,43,87,Espana,Rioja,299,Rioja Tinto,,
Hacienda Grimon,Finca la Oracion,2017,43,88,Espana,Rioja,2045,Rioja Tinto,,
Pedralonga,Albarino Pedralonga,2019,43,86,Espana,Rias Baixas,1571,Albarino,,
Capafons-Osso,Mas de Masos,2006,43,86,Espana,Priorato,3999,Priorat Tinto,,
Clos Mogador,Com Tu,2018,43,85,Espana,Montsant,3495,Garnacha,,
Can Rafols dels Caus,El Rocallis,2015,43,83,Espana,Cataluna,880,Spanish White,40,30
Conreria d'Scala Dei,Iugiter,2015,43,83,Espana,Priorato,255,Priorat Tinto,,
Mas Doix,Doix,2016,43,83,Espana,Priorato,799,Priorat Tinto,,
Raul Perez,Ultreia Valtuille Mencia,2019,43,83,Espana,Bierzo,459,Mencia,,
Dominio del Bendito,La Chispa Negra,2011,43,82,Espana,Toro,240,Toro Red,40,30
Jose Pariente,Sauvignon Blanc,2021,43,83,Espana,Rueda,89,Sauvignon Blanc,,
Dominio del Aguila,Reserva,2010,43,82,Espana,Ribera del Duero,650,Ribera del Duero Tinto,,
Terra Remota,Clos Adrien,2013,43,82,Espana,Emporda,470,Tinto,,
De Moya,Sofia,2017,43,82,Espana,Valencia,205,Tinto,,
Llopart,Cava Original Brut (Espumos),2008,43,81,Espana,Cava,629,Cava,,
Ostatu,Laderas Rioja,2014,43,81,Espana,Rioja Alavesa,3113,Rioja Tinto,,
Tinto Pesquera,Reserva,1995,43,81,Espana,Ribera del Duero,730,Ribera del Duero Tinto,,
Bodegas Mas Alta,La Basseta,2014,43,80,Espana,Priorato,580,Priorat Tinto,,
Can Rafols dels Caus,El Rocallis,2016,43,80,Espana,Cataluna,345,Spanish White,40,30
Aalto,Blanco de Parcela,2019,43,80,Espana,Ribera del Duero,419,Verdejo,,
Dominio de la Vega,Finca la Beata Bobal,2014,43,80,Espana,Utiel-Requena,339,Tinto,,
Resalte,Resalte Expresion,2015,43,80,Espana,Ribera del Duero,285,Ribera del Duero Tinto,,
Juve & Camps,Cava Brut Milesime,2017,43,80,Espana,Cava,241,Cava,,
Bosque de Matasnos,Syrah de Matasnos,2019,43,80,Espana,Vino de Espana,279,Syrah,,
Sierra Cantabria,Amancio,2016,43,80,Espana,Rioja,845,Rioja Tinto,,
Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2018,43,79,Espana,Priorato,3678,Garnacha Blanca White,30,30
Marques de Vargas,Seleccion Privada,2015,43,79,Espana,Rioja,545,Rioja Tinto,40,30
Mas de les Pereres,Nunci Negre,2013,43,79,Espana,Priorato,214,Priorat Tinto,40,30
El Maestro Sierra,Oloroso Extra Viejo 1/7,N.V.,43,78,Espana,Jerez-Xeres-Sherry,2178,Jerez,40,30
Guilera,Musivari Gran Reserva Brut Nature,2007,43,77,Espana,Cava,2322,Espumoso,20,30
Arzuaga,Amaya Arzuaga (Coleccion),2015,43,77,Espana,Ribera del Duero,512,Ribera del Duero Tinto,50,30
Astrales,Christina Ribera del Duero,2017,43,77,Espana,Ribera del Duero,380,Ribera del Duero Tinto,50,30
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2018,43,77,Espana,Rioja,679,Rioja Tinto,40,30
Senorio de San Vicente,San Vicente Rioja,2018,43,77,Espana,Rioja,329,Rioja Tinto,40,30
Bodegas Faustino,Faustino de Autor Reserva Especial,1994,43,76,Espana,Rioja,450,Rioja Tinto,40,30
La Rioja Alta,Rioja Gran Reserva 904,1964,43,76,Espana,Rioja,2600,Rioja Tinto,40,30
l'Infernal Combier Fischer Gerin,Vinas Viejas Aguilera,2010,43,76,Espana,Priorato,690,Priorat Tinto,40,30
Muga,Prado Enea Gran Reserva,1985,43,75,Espana,Rioja,980,Rioja Tinto,40,30
Terroir Al Limit Soc. Lda,Les Manyes,2013,43,74,Espana,Priorato,34885,Priorat Tinto,40,30
Scala Dei,Pla dels Angels Rosado,2020,43,74,Espana,Priorato,2395,Spanish Rosé,30,30
